name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Maruti Zen Estilo LXI BS IV,2013.0,200000.0,37000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017.0,680000.0,13500.0,Petrol,Individual,Manual,First Owner,5,1497.0,121.36
Maruti Alto 800 LXI,2016.0,270000.0,35000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Ford Ecosport 2015-2021 1.5 Diesel Titanium,2017.0,775000.0,94500.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96
Nissan Sunny XV,2013.0,275000.0,80000.0,Petrol,Individual,Manual,Third Owner,5,1498.0,97.7
Maruti Celerio X AMT VXI BSIV,2017.0,480000.0,33000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.0
Toyota Etios Liva G,2013.0,335000.0,115000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Mercedes-Benz M-Class ML 250 CDI,2014.0,2200000.0,70000.0,Diesel,Individual,Automatic,First Owner,5,2143.0,203.2
Tata Zest Quadrajet 1.3 75PS XMS,2017.0,400000.0,160000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Ciaz Alpha,2019.0,990000.0,1750.0,Petrol,Dealer,Manual,First Owner,5,1462.0,103.25
Tata Tigor 1.2 Revotron XZ Option,2017.0,440000.00000000006,40159.0,Petrol,Dealer,Manual,First Owner,5,1199.0,84.0
Maruti Zen LX,1999.0,50000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,5,993.0,60.0
Maruti 800 AC,1994.0,45000.0,60000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Honda Amaze S i-Dtech,2015.0,490000.00000000006,39600.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Renault KWID 1.0 RXT Optional,2017.0,345000.0,70000.0,Petrol,Individual,Manual,First Owner,5,999.0,67.0
Tata Indigo LS,2010.0,120000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,70.0
Maruti A Star Vxi,2010.0,130000.0,90000.0,Petrol,Individual,Manual,First Owner,5,998.0,66.1
Maruti SX4 VDI,2013.0,295000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.73
Hyundai i20 Active Base Petrol,2015.0,500000.0,45000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Honda Amaze VX Petrol BSIV,2019.0,750000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76
Toyota Yaris G BSIV,2018.0,1050000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1496.0,105.5
Renault Scala Diesel RxZ,2013.0,350000.0,147000.0,Diesel,Individual,Manual,First Owner,5,1461.0,84.8
Mercedes-Benz CLA 200 CDI Sport,2016.0,1925000.0,56000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0
Hyundai Verna 1.6 CRDi S,2015.0,560000.0,119000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Volkswagen Ameo 1.2 MPI Comfortline,2016.0,550000.0,21866.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.75
Mahindra Scorpio SLE BSIV,2010.0,300000.0,166000.0,Diesel,Individual,Manual,Third Owner,8,2179.0,120.0
Nissan Sunny Diesel XL,2012.0,275000.0,40000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Tata Nano Twist XT,2014.0,195000.0,29000.0,Petrol,Dealer,Manual,First Owner,4,624.0,37.5
Hyundai i10 Asta,2008.0,275000.0,98000.0,Petrol,Individual,Manual,Third Owner,5,1197.0,78.9
Maruti Wagon R VXI BS IV with ABS,2011.0,225000.0,20000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Honda Amaze VX AT i-Vtech,2018.0,819999.9999999999,11000.0,Petrol,Dealer,Automatic,First Owner,5,1198.0,86.7
Maruti Ciaz Delta Diesel,2017.0,600000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Maruti Swift 1.3 VXi,2008.0,220000.00000000003,42000.0,Petrol,Individual,Manual,First Owner,,,
Renault Duster 110PS Diesel RxL,2016.0,640000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45
BMW 5 Series 530d M Sport,2017.0,5500000.0,25000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0
Maruti Alto LX BSIII,2006.0,150000.0,103000.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3
Nissan Sunny Diesel XV,2014.0,320000.0,91000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1461.0,84.8
Maruti Ritz ZXi,2012.0,275000.0,70000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,85.8
Honda Brio S MT,2012.0,229999.99999999997,48000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Hyundai EON D Lite,2015.0,265000.0,48000.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Volkswagen Polo 1.2 MPI Trendline,2015.0,465000.00000000006,72477.0,Petrol,Dealer,Manual,First Owner,5,1198.0,74.0
Maruti Swift Dzire LXI 1.2,2016.0,459999.99999999994,26585.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Maruti Alto K10 VXI,2015.0,290000.0,35100.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Toyota Etios GD,2011.0,400000.0,90000.0,Diesel,Individual,Manual,Third Owner,5,1364.0,67.05
Maruti Alto K10 VXI,2016.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Maruti Swift Dzire VDi,2011.0,380000.0,180000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9
Hyundai i20 Asta 1.2,2015.0,625000.0,12000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Mahindra Bolero B4,2015.0,445000.0,62000.0,Diesel,Dealer,Manual,First Owner,7,1498.0,74.96
Maruti Swift VXi BSIV,2010.0,291000.0,27284.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0
Kia Carnival Prestige 9 STR,2020.0,3000000.0,3000.0,Diesel,Dealer,Automatic,First Owner,9,2199.0,197.2
Hyundai Elantra CRDi SX AT,2015.0,795000.0,65000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.24
Volkswagen Vento 1.5 TDI Highline AT,2014.0,373000.0,74832.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,103.2
Maruti Alto LXi BSIII,2010.0,132000.0,105000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Maruti 800 AC,2007.0,35000.0,10000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Honda City 2017-2020 GXi,2006.0,249000.00000000003,89500.0,Petrol,Dealer,Manual,First Owner,5,1497.0,78.0
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,2017.0,825000.0,93456.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.59
Hyundai Verna VTVT 1.6 SX,2019.0,999000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Hyundai i20 Magna Optional 1.2,2016.0,499000.0,29842.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.9
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT BSIV,2017.0,800000.0,15000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,121.36
Maruti Baleno Delta 1.3,2017.0,590000.0,57000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Renault KWID RXT,2016.0,260000.0,60000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Maruti A-Star Vxi,2011.0,204999.0,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,66.1
Audi Q3 35 TDI Quattro Premium Plus,2018.0,2400000.0,21000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33
Maruti Celerio ZXI Optional AMT BSIV,2017.0,475000.0,22000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.04
Maruti Swift 1.3 VXi,2006.0,140000.0,65000.0,Petrol,Individual,Manual,Third Owner,,,
Hyundai Creta 1.4 CRDi S,2016.0,770000.0,121054.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Maruti Swift Dzire ZDi,2013.0,488999.99999999994,82000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Maruti Ciaz 1.4 Alpha,2017.0,750000.0,34834.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1
Honda City 2017-2020 EXi,2007.0,138000.0,120000.0,Petrol,Individual,Manual,Second Owner,5,1497.0,78.0
Hyundai Verna 1.6 SX,2014.0,475000.0,68000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32
Chevrolet Enjoy TCDi LS 8 Seater,2014.0,350000.0,50000.0,Diesel,Individual,Manual,Fourth & Above Owner,8,1248.0,73.8
Tata Indica Vista Quadrajet LS,2013.0,120000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Skoda Rapid 1.6 TDI Elegance,2015.0,490000.00000000006,68000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.5
Mini Cooper 3 DOOR S,2012.0,1750000.0,24000.0,Petrol,Dealer,Automatic,First Owner,4,1998.0,189.08
Maruti Swift VDI Optional,2017.0,645000.0,49649.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Honda Brio E MT,2012.0,245000.00000000003,40000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.8
Nissan Sunny XV Special Edition,2012.0,450000.0,9000.0,Petrol,Dealer,Manual,First Owner,5,1498.0,97.7
Maruti Swift LXI Option,2016.0,400000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Mahindra XUV300 W8 Option Diesel BSIV,2019.0,1100000.0,10000.0,Diesel,Individual,Manual,First Owner,5,1497.0,115.0
Audi A3 35 TDI Premium Plus,2020.0,2875000.0,16000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,143.0
Toyota Innova Crysta 2.4 ZX MT BSIV,2017.0,1748999.0,33019.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8
Hyundai Verna 1.6 SX CRDi (O),2012.0,450000.0,150000.0,Diesel,Individual,Manual,Third Owner,5,1582.0,126.32
Maruti 800 DX,1999.0,52000.0,100000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Mahindra Ssangyong Rexton RX5,2012.0,500000.0,81000.0,Diesel,Dealer,Manual,First Owner,7,2696.0,162.0
Maruti Ciaz ZDi,2015.0,700000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Mahindra Scorpio 1.99 S10,2015.0,1019999.9999999999,120000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0
Maruti Swift Dzire VDI Optional,2016.0,650000.0,52000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Mahindra Ssangyong Rexton RX7,2013.0,800000.0,117000.0,Diesel,Dealer,Automatic,First Owner,7,2696.0,184.0
Honda Brio 1.2 S MT,2017.0,480000.0,30400.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Mahindra KUV 100 mFALCON D75 K6 Plus AW,2017.0,390000.0,64000.0,Diesel,Individual,Manual,First Owner,6,1198.0,77.0
Honda WR-V i-DTEC VX,2017.0,890000.0,22000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Hyundai i20 Sportz 1.2,2014.0,470000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2016.0,1650000.0,91771.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8
Honda Brio S MT,2015.0,335000.0,61000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.8
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,590000.0,80000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Mercedes-Benz CLA 200 CDI Sport,2017.0,2450000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0
Tata Nano Cx BSII,2011.0,89000.0,40000.0,Petrol,Individual,Manual,First Owner,4,624.0,35.0
Maruti Wagon R LX BSIII,2008.0,80000.0,100000.0,Petrol,Individual,Manual,Third Owner,5,1061.0,64.0
Hyundai i20 Magna Optional 1.2,2016.0,550000.0,22000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.9
Mercedes-Benz C-Class C 220 CDI BE COR,2012.0,1490000.0,76500.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,170.0
Mercedes-Benz GL-Class Grand Edition Executive,2013.0,3100000.0,51000.0,Diesel,Dealer,Automatic,First Owner,7,2987.0,221.3
Audi A4 2.0 TDI,2014.0,1780000.0,32000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,147.51
Hyundai i10 Sportz 1.1L,2012.0,252000.0,31000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Hyundai i20 1.2 Spotz,2017.0,645000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Maruti Celerio ZXI Optional AMT BSIV,2017.0,420000.0,40000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04
Maruti Ignis 1.2 Delta BSIV,2018.0,570000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Mercedes-Benz M-Class ML 350 4Matic,2011.0,1928000.0,64792.0,Diesel,Dealer,Automatic,First Owner,5,2987.0,165.0
Honda Amaze S CVT i-VTEC,2018.0,550000.0,15000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,88.7
Hyundai i10 Magna 1.1L,2013.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Tata Indica eLX,2017.0,240000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,2017.0,2800000.0,69403.0,Diesel,Dealer,Manual,First Owner,7,2755.0,174.5
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015.0,600000.0,80000.0,Diesel,Individual,Manual,Second Owner,9,2499.0,72.4
Maruti Wagon R LX,2010.0,110000.00000000001,65000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Alto 800 LXI,2017.0,279000.0,46871.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Toyota Fortuner 4x2 AT,2017.0,2800000.0,150000.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,168.5
Hyundai Santro Xing XL,2007.0,105000.0,95000.0,Petrol,Individual,Manual,First Owner,5,1086.0,
Hyundai Accent Gvs,2003.0,70000.0,120000.0,Petrol,Individual,Manual,Third Owner,,,
Honda Brio V MT,2012.0,285000.0,59830.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Maruti Alto Green LXi (CNG),2012.0,150000.0,82300.0,CNG,Individual,Manual,Second Owner,5,796.0,38.4
Hyundai Elantra SX AT,2015.0,828999.9999999999,49910.0,Petrol,Dealer,Automatic,First Owner,5,1797.0,147.5
Maruti Swift Dzire LXI 1.2 BS IV,2016.0,450000.0,64000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Tata Nano Cx,2011.0,46000.0,25000.0,Petrol,Individual,Manual,Second Owner,4,624.0,35.0
Maruti Ertiga ZDI,2013.0,710000.0,55000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.5
Hyundai Verna 1.6 SX,2014.0,700000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32
Maruti Ciaz VDi,2014.0,580000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Honda City 1.5 E MT,2009.0,320000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1497.0,118.0
Hyundai i20 Asta,2015.0,666000.0,77597.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Tata Safari Storme LX,2013.0,466000.0,95500.0,Diesel,Individual,Manual,Second Owner,7,2179.0,138.1
Tata Indica DLE BSII,2007.0,35000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1396.0,53.5
Volkswagen Polo 1.2 MPI Trendline,2017.0,520000.0,13500.0,Petrol,Dealer,Manual,First Owner,5,1198.0,74.0
Hyundai Santro Xing GL Plus,2013.0,225000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1
Mahindra Bolero Pik-Up CBC 1.7T,2019.0,722000.0,80000.0,Diesel,Individual,Manual,First Owner,2,2523.0,70.0
Volkswagen Vento 1.5 TDI Comfortline AT,2016.0,640000.0,60000.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,108.5
Hyundai Xcent 1.2 Kappa SX Option,2017.0,525000.0,29029.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0
Renault Lodgy 110PS RxZ 7 Seater,2015.0,484999.99999999994,85000.0,Diesel,Dealer,Manual,First Owner,7,1461.0,108.5
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2012.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0
Maruti Vitara Brezza ZDi,2017.0,950000.0,47000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai i20 Magna 1.2,2015.0,500000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Hyundai Creta 1.6 VTVT SX Plus,2017.0,1149000.0,34000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Honda City 2017-2020 EXi,2006.0,158000.0,140000.0,Petrol,Individual,Manual,Third Owner,5,1497.0,78.0
Hyundai EON Era Plus,2012.0,138000.0,120000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Hyundai EON Era Plus,2016.0,280000.0,60000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Maruti Vitara Brezza ZDi,2019.0,944999.9999999999,11000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2014.0,1120000.0,69000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,102.0
Mahindra Scorpio EX,2014.0,650000.0,50000.0,Diesel,Individual,Manual,First Owner,8,2523.0,75.0
Ford Fiesta Titanium 1.5 TDCi,2012.0,400000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1498.0,90.0
Hyundai Grand i10 1.2 CRDi Sportz Dual Tone,2018.0,536000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97
Hyundai i20 Magna 1.2,2016.0,515000.00000000006,60000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Maruti Alto 800 LXI,2019.0,300000.0,25000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Renault Duster 110PS Diesel RxZ,2014.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45
Mercedes-Benz B Class B180 Sports,2015.0,1435000.0,26000.0,Petrol,Dealer,Automatic,First Owner,5,1595.0,120.7
Hyundai Elantra SX,2013.0,575000.0,90000.0,Petrol,Dealer,Manual,First Owner,5,1797.0,147.5
Ford Figo Aspire 1.5 TDCi Trend,2017.0,700000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Maruti Wagon R LXI,2006.0,90000.0,168000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.1
Tata Indica Vista TDI LS,2011.0,150000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0
Honda Amaze S Petrol BSIV,2018.0,630000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76
Ford Aspire 1.5 TDCi Titanium,2016.0,340000.0,91245.0,Diesel,Dealer,Manual,First Owner,5,1498.0,99.0
Maruti Swift Dzire 1.2 Vxi BSIV,2010.0,210000.0,200000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Toyota Corolla Altis D-4D G,2015.0,1015000.0,73324.0,Diesel,Dealer,Manual,First Owner,5,1364.0,87.2
Maruti Wagon R LXI BS IV,2014.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Fiat Punto 1.2 Dynamic,2010.0,130000.0,50000.0,Petrol,Individual,Manual,First Owner,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,900000.0,68000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.6
Chevrolet Beat LT,2010.0,130000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1199.0,79.4
Maruti 800 AC,2007.0,90000.0,90000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Mahindra Thar CRDe,2017.0,700000.0,25000.0,Diesel,Individual,Manual,First Owner,6,2498.0,105.0
Maruti Swift VXI,2012.0,369000.0,56246.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Hyundai Verna 1.6 SX VTVT,2014.0,550000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Hyundai i20 Active 1.2 SX,2016.0,700000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Mahindra Xylo E6,2011.0,225000.0,35000.0,Diesel,Dealer,Manual,First Owner,7,2498.0,112.0
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,2017.0,1375000.0,65000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8
Tata Nano LX,2014.0,82600.0,35000.0,Petrol,Individual,Manual,First Owner,4,624.0,37.48
Maruti Swift 1.3 LXI,2012.0,330000.0,50000.0,Petrol,Dealer,Manual,First Owner,,,
Maruti Baleno Alpha 1.2,2015.0,629000.0,43642.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.1
Hyundai i20 Asta 1.4 CRDi,2015.0,535000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Maruti Swift Dzire VDI,2018.0,650000.0,52433.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Honda New Accord 2008-2011 2.4 Elegance A/T,2009.0,550000.0,13000.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,180.0
Toyota Etios GD,2015.0,475000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.05
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2011.0,999000.0,49000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,203.0
Maruti Ertiga VDI,2014.0,530000.0,25000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76
Porsche Cayenne GTS,2017.0,11100000.000000002,24000.0,Petrol,Dealer,Automatic,First Owner,5,3604.0,440.0
Volkswagen Polo 1.2 MPI Trendline,2015.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1198.0,74.0
Mahindra Scorpio S6 Plus 7 Seater,2015.0,1120000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0
Maruti Alto 800 LXI,2015.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Honda City i VTEC CVT VX,2016.0,894999.9999999999,13000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3
Maruti Swift Dzire ZDI,2016.0,550000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Ertiga VXI Petrol,2018.0,700000.0,6200.0,Petrol,Individual,Manual,First Owner,7,1462.0,103.0
Maruti Baleno Alpha Automatic,2018.0,775000.0,15000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,83.1
Hyundai Santro Xing XL,2005.0,114999.99999999999,120000.0,Petrol,Individual,Manual,First Owner,5,1086.0,
Hyundai Verna VTVT 1.6 SX,2018.0,1044999.9999999999,5557.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Tata Indica DLS BSIII,2016.0,50000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1405.0,48.21
Maruti Celerio X ZXI Option BSIV,2018.0,459999.99999999994,18000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.0
Hyundai i20 Magna 1.4 CRDi,2015.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,90.0
Volkswagen Vento Diesel Highline,2012.0,335000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1598.0,103.6
Maruti Alto 800 VXI,2014.0,225000.0,41000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,2007.0,105000.0,74555.0,Diesel,Dealer,Manual,First Owner,7,2179.0,138.1
Honda City i DTEC VX,2014.0,785000.0,63200.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Maruti Wagon R VXI,2016.0,350000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015.0,610000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.59
Maruti SX4 Zxi BSIII,2010.0,225000.0,66225.0,Petrol,Dealer,Manual,First Owner,5,1586.0,104.68
Volkswagen Ameo 1.2 MPI Highline,2016.0,599000.0,21696.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.75
Toyota Corolla Altis G,2009.0,385000.0,167919.0,Petrol,Dealer,Manual,First Owner,5,1798.0,138.1
Hyundai Santro Xing GLS,2014.0,238000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1
Hyundai Santro Xing GLS,2010.0,245000.0,86000.0,Petrol,Individual,Manual,Second Owner,5,1086.0,62.1
Ford Figo 1.2P Titanium MT,2017.0,600000.0,32700.0,Petrol,Individual,Manual,First Owner,5,1196.0,86.8
Hyundai Santro Xing XS eRLX Euro III,2005.0,90000.0,82000.0,Petrol,Individual,Manual,Fourth & Above Owner,,,
Maruti Wagon R VXI BSIII,2011.0,290000.0,69001.0,Petrol,Dealer,Manual,First Owner,5,1061.0,64.0
Hyundai Grand i10 Magna,2016.0,425000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Mahindra Thar CRDe AC,2018.0,900000.0,12000.0,Diesel,Dealer,Manual,First Owner,6,2498.0,105.0
Maruti Ertiga VDI,2015.0,750000.0,14000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76
Maruti Omni E 8 Str STD,2008.0,125000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,8,796.0,34.2
Toyota Etios VD,2013.0,475000.0,67500.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04
Maruti Swift LDI Optional,2016.0,400000.0,130130.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Mahindra Bolero 2011-2019 SLX,2012.0,360000.0,200000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Maruti Ritz VXi,2009.0,175000.0,67000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Hyundai Venue SX Opt Diesel BSIV,2020.0,1039000.0,10000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.7
Maruti Alto 800 CNG LXI,2016.0,299000.0,78950.0,CNG,Dealer,Manual,First Owner,5,796.0,47.3
Mahindra Quanto C6,2012.0,250000.0,70000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011.0,900000.0,110000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0
Hyundai Grand i10 1.2 Kappa Asta,2017.0,600000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Maruti Swift Dzire VXi,2011.0,240000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1298.0,85.8
Hyundai i10 Sportz,2011.0,240000.0,39000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Toyota Innova 2.5 G1 Diesel 8-seater,2007.0,600000.0,150000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0
Maruti A Star Lxi,2011.0,235000.0,48000.0,Petrol,Dealer,Manual,First Owner,5,998.0,66.1
